0	39	3	1	2460	3778	0.651138
1	39	3	2	2479	3789	0.654262
2	39	3	3	2478	3786	0.654517
3	39	3	4	2507	3805	0.658870
4	39	3	5	2499	3808	0.656250
5	39	3	6	2498	3799	0.657541
6	39	3	7	2509	3809	0.658703
7	39	5	1	2438	3729	0.653795
8	39	5	2	2458	3728	0.659335
9	39	5	3	2448	3740	0.654545
10	39	5	4	2466	3756	0.656550
11	39	5	5	2498	3768	0.662951
12	39	5	6	2502	3762	0.665072
13	39	5	7	2483	3760	0.660372
14	39	7	1	2401	3667	0.654759
15	39	7	2	2417	3677	0.657329
16	39	7	3	2422	3702	0.654241
17	39	7	4	2429	3703	0.655955
18	39	7	5	2423	3705	0.653981
19	39	7	6	2461	3717	0.662093
20	39	7	7	2473	3721	0.664606
21	40	3	1	2412	3709	0.650310
22	40	3	2	2438	3718	0.655729
23	40	3	3	2458	3729	0.659158
24	40	3	4	2479	3729	0.664789
25	40	3	5	2493	3729	0.668544
26	40	3	6	2485	3740	0.664439
27	40	3	7	2456	3737	0.657212
28	40	5	1	2394	3658	0.654456
29	40	5	2	2411	3661	0.658563
30	40	5	3	2434	3676	0.662133
31	40	5	4	2441	3683	0.662775
32	40	5	5	2449	3693	0.663146
33	40	5	6	2448	3701	0.661443
34	40	5	7	2487	3704	0.671436
35	40	7	1	2381	3607	0.660105
36	40	7	2	2374	3607	0.658165
37	40	7	3	2364	3629	0.651419
38	40	7	4	2370	3631	0.652713
39	40	7	5	2414	3643	0.662641
40	40	7	6	2430	3641	0.667399
41	40	7	7	2429	3650	0.665479
42	41	3	1	2392	3640	0.657143
43	41	3	2	2400	3653	0.656994
44	41	3	3	2406	3654	0.658456
45	41	3	4	2446	3654	0.669403
46	41	3	5	2453	3667	0.668939
47	41	3	6	2451	3667	0.668394
48	41	3	7	2447	3667	0.667303
49	41	5	1	2343	3596	0.651557
50	41	5	2	2360	3595	0.656467
51	41	5	3	2390	3603	0.663336
52	41	5	4	2391	3624	0.659768
53	41	5	5	2431	3625	0.670621
54	41	5	6	2432	3633	0.669419
55	41	5	7	2422	3632	0.666850
56	41	7	1	2356	3545	0.664598
57	41	7	2	2332	3548	0.657272
58	41	7	3	2355	3565	0.660589
59	41	7	4	2349	3570	0.657983
60	41	7	5	2345	3564	0.657969
61	41	7	6	2381	3588	0.663601
62	41	7	7	2401	3574	0.671796
63	42	3	1	2352	3576	0.657718
64	42	3	2	2365	3582	0.660246
65	42	3	3	2382	3592	0.663140
66	42	3	4	2396	3592	0.667038
67	42	3	5	2427	3586	0.676799
68	42	3	6	2431	3592	0.676782
69	42	3	7	2416	3606	0.669994
70	42	5	1	2325	3529	0.658827
71	42	5	2	2299	3521	0.652940
72	42	5	3	2338	3540	0.660452
73	42	5	4	2367	3550	0.666761
74	42	5	5	2387	3554	0.671638
75	42	5	6	2379	3560	0.668258
76	42	5	7	2396	3568	0.671525
77	42	7	1	2308	3473	0.664555
78	42	7	2	2290	3478	0.658424
79	42	7	3	2307	3493	0.660464
80	42	7	4	2303	3496	0.658753
81	42	7	5	2324	3513	0.661543
82	42	7	6	2347	3516	0.667520
83	42	7	7	2353	3512	0.669989
84	43	3	1	2307	3506	0.658015
85	43	3	2	2330	3520	0.661932
86	43	3	3	2319	3515	0.659744
87	43	3	4	2363	3523	0.670735
88	43	3	5	2355	3522	0.668654
89	43	3	6	2365	3528	0.670351
90	43	3	7	2363	3531	0.669216
91	43	5	1	2276	3469	0.656097
92	43	5	2	2300	3471	0.662633
93	43	5	3	2322	3476	0.668009
94	43	5	4	2313	3492	0.662371
95	43	5	5	2339	3489	0.670393
96	43	5	6	2355	3498	0.673242
97	43	5	7	2337	3492	0.669244
98	43	7	1	2269	3415	0.664422
99	43	7	2	2231	3414	0.653486
100	43	7	3	2268	3433	0.660647
101	43	7	4	2284	3437	0.664533
102	43	7	5	2315	3441	0.672770
103	43	7	6	2304	3451	0.667633
104	43	7	7	2299	3456	0.665220
105	44	3	1	2278	3436	0.662980
106	44	3	2	2302	3448	0.667633
107	44	3	3	2305	3458	0.666570
108	44	3	4	2301	3455	0.665991
109	44	3	5	2312	3452	0.669757
110	44	3	6	2309	3452	0.668888
111	44	3	7	2280	3450	0.660870
112	44	5	1	2264	3398	0.666274
113	44	5	2	2260	3402	0.664315
114	44	5	3	2283	3415	0.668521
115	44	5	4	2299	3410	0.674194
116	44	5	5	2271	3416	0.664813
117	44	5	6	2277	3426	0.664623
118	44	5	7	2290	3423	0.669004
119	44	7	1	2184	3347	0.652525
120	44	7	2	2207	3350	0.658806
121	44	7	3	2200	3362	0.654372
122	44	7	4	2199	3365	0.653492
123	44	7	5	2224	3376	0.658768
124	44	7	6	2246	3380	0.664497
125	44	7	7	2270	3389	0.669814
126	45	3	1	2236	3363	0.664883
127	45	3	2	2245	3381	0.664005
128	45	3	3	2258	3387	0.666667
129	45	3	4	2278	3396	0.670789
130	45	3	5	2257	3391	0.665585
131	45	3	6	2253	3380	0.666568
132	45	3	7	2232	3391	0.658213
133	45	5	1	2215	3327	0.665765
134	45	5	2	2218	3338	0.664470
135	45	5	3	2242	3344	0.670455
136	45	5	4	2247	3358	0.669148
137	45	5	5	2251	3355	0.670939
138	45	5	6	2233	3354	0.665772
139	45	5	7	2231	3369	0.662214
140	45	7	1	2154	3278	0.657108
141	45	7	2	2170	3284	0.660780
142	45	7	3	2192	3304	0.663438
143	45	7	4	2164	3298	0.656155
144	45	7	5	2183	3308	0.659915
145	45	7	6	2186	3314	0.659626
146	45	7	7	2221	3329	0.667167
